# You can find the dataset in the paper titled "NSGAN: A Non-dominated Sorting Optimization-based Generative Adversarial Design Framework for Alloy Discovery." And for your convenience in reviewing, we have pasted the entire contents of the dataset below.
 \,Processing,Ag,Al,B,Be,Bi,Cd,Co,Cr,Cu,Er,Eu,Fe,Ga,Li,Mg,Mn,Ni,Pb,Sc,Si,Sn,Ti,V,Zn,Zr,Elongation (%),Tensile Strength (MPa),Yield Strength (MPa),class
744,Solutionised  + Artificially peak aged,0,0.937015358,0,0,0,0,0,0,0.023012657,0,0,0.011006053,0,0,0.01550853,0,0.010505778,0,0,0.001750963,0,0.000700385,0,0.000500275,0,8.5,420,350,2
745,Solutionised  + Artificially peak aged,0,0.937,0,0,0,0.002,0,0,0.045,0,0,0,0,0.011,0,0.005,0,0,0,0,0,0,0,0,0,3,579.159588,530.896289,2
746,Solutionised  + Artificially peak aged,0,0.935,0,0,0.005,0,0,0,0.055,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,17,393.001149,268.895523,outlier
747,Solutionised  + Artificially peak aged,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.005,0.008,0,0,0,0.008,0,0,0,0,0,,485,415,2
748,Solutionised  + Artificially peak aged,0.007,0.935,0,0,0,0,0,0,0.046,0,0,0.0015,0,0,0.0035,0.0035,0,0,0,0.001,0,0.0025,0,0,0,7,485,435,2
749,Solutionised  + Artificially peak aged,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,3.7,704,440,2
750,Solutionised  + Artificially peak aged,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,6.9,484,437,2
751,Solutionised  + Artificially peak aged,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,7,512,378,2
752,Solutionised  + Artificially peak aged,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,8,474,425,2
753,Solutionised  + Artificially peak aged,0.0037,0.9344,0,0,0,0,0,0,0.045,0,0,0.0003,0,0.0116,0.0036,0,0,0,0,0.0001,0,0,0,0,0.0013,4,720,680,2
754,Solutionised  + Artificially peak aged,0.0037,0.9344,0,0,0,0,0,0,0.045,0,0,0.0003,0,0.0116,0.0036,0,0,0,0,0.0001,0,0,0,0,0.0013,4,720,680,2
755,Solutionised  + Artificially peak aged,0,0.934,0,0,0,0,0,0,0.045,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,10,475.738233,393.001149,2
756,Solutionised  + Artificially peak aged,0,0.934,0,0,0,0,0,0,0.044,0,0,0,0,0,0.005,0.008,0,0,0,0.009,0,0,0,0,0,13,482.63299,413.68542,2
757,Solutionised  + Artificially peak aged,0,0.9323,0,0,0,0,0,0.0001,0.0399,0,0,0.0012,0,0.0234,0.0002,0.0001,0.0001,0,0,0,0,0.0001,0,0.0005,0.0021,6.53,559.24,508.9,2
758,Solutionised  + Artificially peak aged,0,0.9323,0,0,0,0,0,0.0001,0.0399,0,0,0.0012,0,0.0234,0.0002,0.0001,0.0001,0,0,0,0,0.0001,0,0.0005,0.0021,6.53,559.24,508.9,2
759,Solutionised  + Artificially peak aged,0,0.932,0,0,0,0,0,0.0014,0,0,0,0.0012,0,0,0.0104,0.0022,0,0,0,0.0009,0,0,0,0.0507,0.0012,8.7,461.63,430.63,2
760,Solutionised  + Artificially peak aged,0,0.932,0,0,0,0,0,0.0014,0,0,0,0.0012,0,0,0.0104,0.0022,0,0,0,0.0009,0,0,0,0.0507,0.0012,8.7,461.63,430.63,2
761,Solutionised  + Artificially peak aged,0,0.931558935,0,0,0,0,0,0.002251351,0.0010006,0,0,0.002001201,0,0,0.012007204,0.002751651,0,0,0,0.001751051,0,0.00025015,0,0.045027016,0.001400841,12,380,335,2
762,Solutionised  + Artificially peak aged,0,0.931198399,0,0,0,0,0,0.000500375,0.0445334,0,0,0.005003753,0,0,0.000250188,0.008006005,0,0,0,0.00850638,0,0.000750563,0,0.001250938,0,9.5,378,232.5,2
763,Solutionised  + Artificially peak aged,0,0.92906,0,0,0,0,0,2.00E-05,0.0349,0,0,0.001,0,0,0.0215,0.0131,0,0,0,0.00042,0,0,0,0,0,7.8,479,378,2
764,Solutionised  + Artificially peak aged,0,0.92906,0,0,0,0,0,2.00E-05,0.0349,0,0,0.001,0,0,0.0215,0.0131,0,0,0,0.00042,0,0,0,0,0,12,452,339,2
765,Solutionised  + Artificially peak aged,0,0.92906,0,0,0,0,0,2.00E-05,0.0349,0,0,0.001,0,0,0.0215,0.0131,0,0,0,0.00042,0,0,0,0,0,12.7,451,330,2
766,Solutionised  + Artificially peak aged,0,0.92906,0,0,0,0,0,2.00E-05,0.0349,0,0,0.001,0,0,0.0215,0.0131,0,0,0,0.00042,0,0,0,0,0,12.7,468,339,2
767,Solutionised  + Artificially peak aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,5.405,449.5,363,2
768,Solutionised  + Artificially peak aged,0,0.927927928,0,0,0,0,0,0.000500501,0.044544545,0,0,0.003503504,0,0,0.005005005,0.008008008,0,0,0,0.008508509,0,0.000750751,0,0.001251251,0,6.5,438,382,2
769,Solutionised  + Artificially peak aged,0,0.9251,0,0,0,0,0,0.0014,0,0,0,0.0014,0,0,0.0278,0.0023,0,0,0,0.0009,0,0,0,0.0401,0.001,8.1,530.53,489.19,2
770,Solutionised  + Artificially peak aged,0,0.9251,0,0,0,0,0,0.0014,0,0,0,0.0014,0,0,0.0278,0.0023,0,0,0,0.0009,0,0,0,0.0401,0.001,8.1,530.53,489.19,2
771,Solutionised  + Artificially peak aged,0,0.9235,0,0,0,0,0,0.001,0.0445,0,0,0.01,0,0,0.0005,0.008,0,0,0,0.0085,0,0.0015,0,0.0025,0,19,400,,2
772,Solutionised  + Artificially peak aged,0,0.9233,0,0,0,0,0,0,0,0,0,0.0012,0,0,0.0045,0,0,0,0,0.071,0,0,0,0,0,4.5,235,,2
773,Solutionised  + Artificially peak aged,0,0.9233,0,0,0,0,0,0,0,0,0,0.0012,0,0,0.0045,0,0,0,0,0.071,0,0,0,0,0,4.5,235,,2
774,Solutionised  + Artificially peak aged,0,0.923,0,0,0.004,0,0,0,0.055,0,0,0.007,0,0,0,0,0,0.004,0,0.004,0,0,0,0.003,0,17,390,,outlier
775,Solutionised  + Artificially peak aged,0,0.9226,0.0001,0,0,0,0,0,0,0,0,0.0007,0,0,0.0041,0,0,0,0,0.0702,0,0.0014,0,0.0009,0,2,192.3,180.2,2
776,Solutionised  + Artificially peak aged,0,0.9226,0.0001,0,0,0,0,0,0,0,0,0.0007,0,0,0.0041,0,0,0,0,0.0702,0,0.0014,0,0.0009,0,2.1,176.9,169,2
777,Solutionised  + Artificially peak aged,0,0.9223,0,0,0,0,0,0,0,0.001,0,0.0012,0,0,0.0045,0,0,0,0,0.071,0,0,0,0,0,4.9,244,,2
778,Solutionised  + Artificially peak aged,0,0.9223,0,0,0,0,0,0,0,0.001,0,0.0012,0,0,0.0045,0,0,0,0,0.071,0,0,0,0,0,4.9,244,,2
779,Solutionised  + Artificially peak aged,0,0.922,0,0,0,0,0,0.001,0.0445,0,0,0.007,0,0,0.005,0.008,0,0,0,0.0085,0,0.0015,0,0.0025,0,13,485,415,2
780,Solutionised  + Artificially peak aged,0,0.922,0,0,0,0,0,0.001,0.0445,0,0,0.007,0,0,0.005,0.008,0,0,0,0.0085,0,0.0015,0,0.0025,0,13,480,414,2
781,Solutionised  + Artificially peak aged,0,0.922,0,0,0,0,0,0.001,0.0445,0,0,0.007,0,0,0.005,0.008,0,0,0,0.0085,0,0.0015,0,0.0025,0,13,485,415,2
782,Solutionised  + Artificially peak aged,0,0.9218,0.0001,0,0,0,0,0,0,0.0041,0,0.0008,0,0,0.0012,0,0,0,0,0.0711,0,0.0009,0,0,0,1.1,205,200.6,2
783,Solutionised  + Artificially peak aged,0,0.9218,0.0001,0,0,0,0,0,0,0.0041,0,0.0008,0,0,0.0012,0,0,0,0,0.0711,0,0.0009,0,0,0,2.5,195.2,193.9,2
784,Solutionised  + Artificially peak aged,0,0.9213,0,0,0,0,0,0,0,0.002,0,0.0012,0,0,0.0045,0,0,0,0,0.071,0,0,0,0,0,7.8,283,,2
785,Solutionised  + Artificially peak aged,0,0.9213,0,0,0,0,0,0,0,0.002,0,0.0012,0,0,0.0045,0,0,0,0,0.071,0,0,0,0,0,7.8,283,,2
786,Solutionised  + Artificially peak aged,0,0.9203,0,0,0,0,0,0,0,0.003,0,0.0012,0,0,0.0045,0,0,0,0,0.071,0,0,0,0,0,8.6,311.2,,2
787,Solutionised  + Artificially peak aged,0,0.9203,0,0,0,0,0,0,0,0.003,0,0.0012,0,0,0.0045,0,0,0,0,0.071,0,0,0,0,0,8.6,311.2,,2
788,Solutionised  + Artificially peak aged,0,0.92,0,0,0,0,0,0,0,0,0,0.001,0,0,0.007,0,0,0,0,0.07,0,0.002,0,0,0,3.39,198,,2
789,Solutionised  + Artificially peak aged,0,0.9193,0,0,0,0,0,0,0,0.004,0,0.0012,0,0,0.0045,0,0,0,0,0.071,0,0,0,0,0,5.7,240,,2
790,Solutionised  + Artificially peak aged,0,0.9193,0,0,0,0,0,0,0,0.004,0,0.0012,0,0,0.0045,0,0,0,0,0.071,0,0,0,0,0,5.7,240,,2
791,Solutionised  + Artificially peak aged,0,0.917108,0,0,0,0,0,0,3.00E-05,0,0,0.0032,0,0,0.0043,0.0032,0,0,0,0.0707,0,0.00113,0,0.00033,0,8.24,179,,2
792,Solutionised  + Artificially peak aged,0,0.9165,0.0001,0,0,0,0,0,0,0.0022,0,0.0008,0,0,0.004,0,0,0,0,0.0738,0,0.0015,0,0.0011,0,5.1,234.3,221.1,2
793,Solutionised  + Artificially peak aged,0,0.9165,0.0001,0,0,0,0,0,0,0.0022,0,0.0008,0,0,0.004,0,0,0,0,0.0738,0,0.0015,0,0.0011,0,5.5,220.6,214.8,2
794,Solutionised  + Artificially peak aged,0,0.9159,0,0,0,0,0,0.0005,0.0005,0,0,0.0036,0,0,0.015,0.0045,0,0,0,0.0025,0,0.0005,0,0.042,0.015,12,400,,2
795,Solutionised  + Artificially peak aged,0,0.9156,0,0,0,0,0,0,0.003,0,0,0.0016,0,0,0.018,0,0,0,0,0.0006,0,0,0,0.0596,0.0016,19.6,543,,2
796,Solutionised  + Artificially peak aged,0,0.914671,0,0,0,0,0,0,7.00E-05,0,0,0.00355,0,0,0.0086,0.000328,0,0,0,0.07147,0,0.00093,0,0.00038,0,2.97,210,,2
797,Solutionised  + Artificially peak aged,0,0.914,0,0,0,0,0,0.002,0.006,0,0,0,0,0,0.033,0.002,0,0,0,0,0,0,0,0.043,0,14,537.791046,468.843476,2
798,Solutionised  + Artificially peak aged,0,0.908,0,0,0,0,0,0,0.029,0,0,0.0013,0,0,0.003,0.0002,0.0001,0,0,0.058,0,0.0002,0,0.0002,0,2,250,165,2
799,Solutionised  + Artificially peak aged,0,0.908,0,0,0,0,0,0,0.029,0,0,0.0013,0,0,0.003,0.0002,0.0001,0,0,0.058,0,0.0002,0,0.0002,0,3,280,185,2
800,Solutionised  + Artificially peak aged,0,0.90625,0,0,0,0,0,0.00175,0.006,0,0,0.004,0,0,0.033,0.002,0,0,0,0.003,0,0.001,0,0.043,0,14,540,,2
801,Solutionised  + Artificially peak aged,0,0.9055,0,0,0,0,0,0,0.012,0,0,0.0035,0,0,0.021,0.0012,0,0,0,0.0058,0,0,0,0.051,0,12,485,410,2
802,Solutionised  + Artificially peak aged,0,0.9055,0,0,0,0,0,0,0.012,0,0,0.0035,0,0,0.021,0.0012,0,0,0,0.0058,0,0,0,0.051,0,12,485,410,2
803,Solutionised  + Artificially peak aged,0,0.90524,0,0,0,0,0,0,0.018,0,0,0,0,0,0.0197,0,0,0,0,0,0,0,0,0.0556,0.00146,3.2,544,482,2
804,Solutionised  + Artificially peak aged,0,0.90444,0,0,0,0,0,0.0019,0.0154,0,0,7.00E-05,0,0,0.022,0,0,0,0,9.00E-05,0,0.0002,0,0.0559,0,16.23,551,496,2
805,Solutionised  + Artificially peak aged,0,0.90444,0,0,0,0,0,0.0019,0.0154,0,0,7.00E-05,0,0,0.022,0,0,0,0,9.00E-05,0,0.0002,0,0.0559,0,16.23,551,496,2
806,Solutionised  + Artificially peak aged,0,0.9044,0,0,0,0,0,0,0.0141,0,0,0.0026,0,0,0.0221,0.0005,0,0,0,0.001,0,0,0,0.0553,0,8.8,486,397,2
807,Solutionised  + Artificially peak aged,0,0.9044,0,0,0,0,0,0,0.0141,0,0,0.0026,0,0,0.0221,0.0005,0,0,0,0.001,0,0,0,0.0553,0,13.4,522,420,2
808,Solutionised  + Artificially peak aged,0,0.90369,0,0,0,0,0,0,3.00E-05,0,0,0.00068,0,0,0.0157,0,0,0,0,0.00031,0,0,0,0.0782,0.00139,6.9,515,,2
809,Solutionised  + Artificially peak aged,0,0.9013,0,0,0,0,0,0.0022,0.0151,0,0,0.0033,0,0,0.0234,0,0,0,0,0.001,0,0.0007,0,0.053,0,11,,505,2
810,Solutionised  + Artificially peak aged,0,0.9007,0,0,0,0,0,0.0023,0.016,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0.056,0,11,570,505,2
811,Solutionised  + Artificially peak aged,0,0.9006,0,0,0,0,0,0.0019,0.0153,0,0,0.0008,0,0,0.0224,0.0006,0,0,0,0.0002,0,0.0002,0,0.058,0,15.4,579.6,515.1,2
812,Solutionised  + Artificially peak aged,0,0.9003,0,0,0,0,0,0,0,0,0,0.0017,0,0,0.029,0,0,0,0,0.069,0,0,0,0,0,9.6,250,,2
813,Solutionised  + Artificially peak aged,0,0.9003,0,0,0,0,0,0,0,0,0,0.0017,0,0,0.029,0,0,0,0,0.069,0,0,0,0,0,9.6,250,,2
814,Solutionised  + Artificially peak aged,0,0.9,0,0,0,0,0,0.003,0.016,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0.056,0,11,572.264831,503.317261,2
815,Solutionised  + Artificially peak aged,0,0.8987,0,0,0,0,0,0.0022,0.0149,0,0,0.0016,0,0,0.0254,0.001,0,0,0,0.0011,0,0.001,0,0.0541,0,7.8,519,472,2
816,Solutionised  + Artificially peak aged,0,0.8987,0,0,0,0,0,0.0022,0.0149,0,0,0.0016,0,0,0.0254,0.001,0,0,0,0.0011,0,0.001,0,0.0541,0,7.8,519,472,2
817,Solutionised  + Artificially peak aged,0,0.89861,0,0,0,0,0,0,0,0,0.00079,0.0016,0,0,0.03,0,0,0,0,0.069,0,0,0,0,0,14.8,261,,2
818,Solutionised  + Artificially peak aged,0,0.89861,0,0,0,0,0,0,0,0,0.00079,0.0016,0,0,0.03,0,0,0,0,0.069,0,0,0,0,0,14.8,261,,2
819,Solutionised  + Artificially peak aged,0,0.89792,0,0,0,0,0,0,0,0,0.00028,0.0018,0,0,0.028,0,0,0,0,0.072,0,0,0,0,0,12.8,262,,2
820,Solutionised  + Artificially peak aged,0,0.89792,0,0,0,0,0,0,0,0,0.00028,0.0018,0,0,0.028,0,0,0,0,0.072,0,0,0,0,0,12.8,262,,2
821,Solutionised  + Artificially peak aged,0,0.89745,0,0,0,0,0,0,0,0,0.00095,0.0016,0,0,0.029,0,0,0,0,0.071,0,0,0,0,0,14.7,265,,2
822,Solutionised  + Artificially peak aged,0,0.89745,0,0,0,0,0,0,0,0,0.00095,0.0016,0,0,0.029,0,0,0,0,0.071,0,0,0,0,0,14.7,265,,2
823,Solutionised  + Artificially peak aged,0,0.89571,0,0,0,0,0,0,0,0,0.00069,0.0016,0,0,0.028,0,0,0,0,0.074,0,0,0,0,0,13.7,263,,2
824,Solutionised  + Artificially peak aged,0,0.89571,0,0,0,0,0,0,0,0,0.00069,0.0016,0,0,0.028,0,0,0,0,0.074,0,0,0,0,0,13.7,263,,2
825,Solutionised  + Artificially peak aged,0,0.8955,0,0,0,0,0,0.0002,0.0163,0,0,0.0022,0,0,0.023,0.0002,0,0,0,0.0012,0,0.0004,0,0.061,0,3.3,524,475,2
826,Solutionised  + Artificially peak aged,0,0.89504,0,0,0,0,0,0,0.00768,0,0,0.00071,0,0,0.0158,0,0,0,0,0.00035,0,0,0,0.079,0.00142,16.7,571,,2
827,Solutionised  + Artificially peak aged,0,0.89408,0,0,0,0,0,0,0,0,0.00012,0.0018,0,0,0.031,0,0,0,0,0.073,0,0,0,0,0,9.8,252,,2
828,Solutionised  + Artificially peak aged,0,0.89408,0,0,0,0,0,0,0,0,0.00012,0.0018,0,0,0.031,0,0,0,0,0.073,0,0,0,0,0,9.8,252,,2
829,Solutionised  + Artificially peak aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,6,507,444.5,2
830,Solutionised  + Artificially peak aged,0.00325,0.8935,0,0,0,0,0,0.00175,0.0095,0,0,0.002,0,0,0.025,0.001,0,0,0,0.002,0,0.002,0,0.06,0,12,535,,2
831,Solutionised  + Artificially peak aged,0,0.8922,0,0,0,0,0,0.0005,0.0175,0,0,0.0015,0,0,0.0235,0.001,0,0,0,0.0012,0,0.0006,0,0.062,0,12,545,485,2
832,Solutionised  + Artificially peak aged,0,0.8905,0,0,0,0,0,0,0.022,0,0,0,0,0,0.0235,0,0,0,0,0,0,0,0,0.064,0,15.6,610,535,2
833,Solutionised  + Artificially peak aged,0,0.8905,0,0,0,0,0,0,0.022,0,0,0,0,0,0.0235,0,0,0,0,0,0,0,0,0.064,0,15.6,610,535,2
834,Solutionised  + Artificially peak aged,0,0.8905,0,0,0,0,0,0,0.022,0,0,0,0,0,0.0235,0,0,0,0,0,0,0,0,0.064,0,15.6,610,535,2
835,Solutionised  + Artificially peak aged,0,0.8886,0,0,0,0,0,0.0005,0.0175,0,0,0.0015,0,0,0.0245,0.003,0,0,0,0.001,0,0,0,0.062,0.0014,12,545,,2
836,Solutionised  + Artificially peak aged,0,0.88732,0,0,0,0,0,0,0.0164,0,0,0.00072,0,0,0.0159,0,0,0,0,0.00026,0,0,0,0.078,0.0014,19.5,574,,2
837,Solutionised  + Artificially peak aged,0,0.8867,0,0,0,0,0,0.0023,0.016,0,0,0.005,0,0,0.025,0.003,0,0,0,0.004,0,0.002,0,0.056,0,11,570,500,2
838,Solutionised  + Artificially peak aged,0,0.88441,0,0,0,0,0,0.0019,0.0156,0,0,9.00E-05,0,0,0.0281,0,0,0,0,0.0001,0,0.0002,0,0.0696,0,15.1,627,583,2
839,Solutionised  + Artificially peak aged,0,0.88441,0,0,0,0,0,0.0019,0.0156,0,0,9.00E-05,0,0,0.0281,0,0,0,0,0.0001,0,0.0002,0,0.0696,0,15.1,627,583,2
840,Solutionised  + Artificially peak aged,0,0.88282,0,0,0,0,0,0.0018,0.017,0,0,0.0022,0,0,0.0275,0,0.001,0,0,0.0006,0,0.00028,0,0.0668,0,,530,505,2
841,Solutionised  + Artificially peak aged,0,0.88282,0,0,0,0,0,0.0018,0.017,0,0,0.0022,0,0,0.0275,0,0.001,0,0,0.0006,0,0.00028,0,0.0668,0,,530,505,2
842,Solutionised  + Artificially peak aged,0,0.882,0,0,0,0,0,0.003,0.02,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0.068,0,10,606.738616,537.791046,2
843,Solutionised  + Artificially peak aged,0,0.8817,0,0,0,0,0,0.0023,0.02,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0.068,0,10,605,540,2
844,Solutionised  + Artificially peak aged,0,0.88011,0,0,0,0,0,0,0.0198,0,0,0.00055,0,0,0.0212,0,0,0,0,0.00034,0,0,0,0.0768,0.0012,16.8,651.6,583.3,2
845,Solutionised  + Artificially peak aged,0,0.8782,0,0,0,0,0,0.0015,0.016,0,0,0.0012,0,0,0.022,0.001,0,0,0,0.001,0,0.0006,0,0.0785,0,11,592,532,2
846,Solutionised  + Artificially peak aged,0,0.8782,0,0,0,0,0,0.0015,0.016,0,0,0.0012,0,0,0.022,0.001,0,0,0,0.001,0,0.0006,0,0.0785,0,11,592,532,2
847,Solutionised  + Artificially peak aged,0,0.87811,0,0,0,0,0,0.0019,0.0148,0,0,9.00E-05,0,0,0.0274,0,0,0,0,0.0001,0,0.0002,0,0.0774,0,14.8,654,614,2
848,Solutionised  + Artificially peak aged,0,0.87811,0,0,0,0,0,0.0019,0.0148,0,0,9.00E-05,0,0,0.0274,0,0,0,0,0.0001,0,0.0002,0,0.0774,0,14.8,654,614,2
849,Solutionised  + Artificially peak aged,0,0.87622,0,0,0,0,0,0.0019,0.0155,0,0,0.0002,0,0,0.0276,0,0,0,0,8.00E-05,0,0.0001,0,0.0784,0,14.1,643,602,2
850,Solutionised  + Artificially peak aged,0,0.87622,0,0,0,0,0,0.0019,0.0155,0,0,0.0002,0,0,0.0276,0,0,0,0,8.00E-05,0,0.0001,0,0.0784,0,14.1,643,602,2
851,Solutionised  + Artificially peak aged,0,0.8762,0,0,0,0,0,0,0.0206,0,0,0.001,0,0,0.0399,0.001,0,0,0,0.0012,0,0,0,0.0601,0,4,556,499,2
852,Solutionised  + Artificially peak aged,0,0.8762,0,0,0,0,0,0,0.0206,0,0,0.001,0,0,0.0399,0.001,0,0,0,0.0012,0,0,0,0.0601,0,6.8,538,441,2
853,Solutionised  + Artificially peak aged,0,0.872,0,0,0,0,0,0.003,0.021,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.074,0,9,675.686186,627.422887,2
854,Solutionised  + Artificially peak aged,0,0.8682,0,0,0,0,0,0.0023,0.02,0,0,0.005,0,0,0.0275,0.003,0,0,0,0.004,0,0.002,0,0.068,0,11,590,521,2
855,Solutionised  + Artificially peak aged,0,0.8682,0,0,0,0,0,0.0023,0.02,0,0,0.005,0,0,0.0275,0.003,0,0,0,0.004,0,0.002,0,0.068,0,11,590,521,2
856,Solutionised  + Artificially peak aged,0,0.86785,0,0,0,0,0,0.00265,0.02,0,0,0.005,0,0,0.0275,0.003,0,0,0,0.004,0,0.002,0,0.068,0,10,610,,2
857,Solutionised  + Artificially peak aged,0,0.865,0,0,0,0,0,0,0.012,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0.09,0.002,5,786,727,2
858,Solutionised  + Artificially peak aged,0,0.86445,0,0,0,0,0,0.00265,0.021,0,0,0.0004,0,0,0.03,0.002,0,0,0,0.0035,0,0.002,0,0.074,0,9,675,,2
859,Solutionised  + Artificially peak aged,0,0.861,0,0,0,0,0,0,0.025,0,0,0.0005,0,0,0.026,0,0,0,0,0.0005,0,0,0,0.087,0,12,677,634,2
860,Solutionised  + Artificially peak aged,0,0.861,0,0,0,0,0,0,0.025,0,0,0.0005,0,0,0.026,0,0,0,0,0.0005,0,0,0,0.087,0,12,677,634,2
861,Solutionised  + Artificially peak aged,0,0.8574,0,0,0,0,0,0,0.012,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0.102,0.0016,5,794,728,2
862,Solutionised  + Artificially peak aged,0,0.8571,0,0,0,0,0,0.0025,0.011,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0.1,0.0014,8.4,785,729,2
863,Solutionised  + Artificially peak aged,0,0.8555,0,0,0,0,0,0,0.012,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0.103,0.0015,6.4,758,696,2
864,Solutionised  + Artificially peak aged,0,0.8506,0,0,0,0,0,0,0.013,0,0,0,0,0,0.027,0,0,0,0.0049,0,0,0,0,0.103,0.0015,8.7,793,738,2
865,Solutionised  + Artificially peak aged,0,0.8502,0,0,0,0,0,0,0.013,0,0,0,0,0,0.029,0,0,0,0.0043,0,0,0,0,0.102,0.0015,8.6,782,721,2
866,Solutionised  + Artificially peak aged,0,0.85,0,0,0,0,0,0,0.009,0,0,0,0,0,0.01,0,0.009,0,0,0.122,0,0,0,0,0,,380,315,2
867,Solutionised  + Artificially peak aged,0,0.8491,0,0,0,0,0,0.0028,0.011,0,0,0,0,0,0.031,0,0,0,0.0045,0,0,0,0,0.1,0.0016,10.7,775,742,2
868,Solutionised  + Artificially peak aged,0,0.849,0,0,0,0,0,0,0.009,0,0,0,0,0,0.011,0,0.009,0,0,0.122,0,0,0,0,0,9,379.211635,317.158822,2
869,Solutionised  + Artificially peak aged,0,0.845,0,0,0,0,0,0,0.012,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0.11,0,,554,,2
870,Solutionised  + Artificially peak aged,0,0.8396,0,0,0,0,0,0,0.012,0,0,0,0,0,0.035,0,0,0,0.0039,0,0,0,0,0.108,0.0015,10,790,748,2
871,Solutionised  + Artificially peak aged,0,0.8288,0,0,0,0,0,0,0.012,0,0,0,0,0,0.033,0,0,0,0.0049,0,0,0,0,0.12,0.0013,5.8,820,790,2
872,Solutionised  + Artificially peak aged,0,0.7995,0,0,0,0,0,0,0.0025,0,0,0.0025,0,0,0.0095,0.003,0,0,0,0.18,0,0.002,0,0.001,0,1,209,195,2
873,Solutionised  + Artificially peak aged,0,0.795,0,0,0,0,0,0,0.0025,0,0,0.006,0,0,0.0105,0.003,0,0,0,0.18,0,0.002,0,0.001,0,1.2,271,257,2
874,Solutionised  + Artificially peak aged,0,0.758,0,0,0,0,0,0,0.0025,0,0,0.0025,0,0,0.011,0.003,0,0,0,0.22,0,0.002,0,0.001,0,0.5,229,229,2
875,Solutionised  + Artificially peak aged,0,0.7545,0,0,0,0,0,0,0.0025,0,0,0.006,0,0,0.011,0.003,0,0,0,0.22,0,0.002,0,0.001,0,0.5,257,257,2
876,Solutionised  + Artificially peak aged,0,0.9699,0,0,0,0,0,0,0,0,0,0.0007,0,0.0276,0,0,0,0,0,0.0004,0,0,0,0,0.0014,2,463,438,2
877,Solutionised  + Artificially peak aged,0,0.9699,0,0,0,0,0,0,0,0,0,0.0007,0,0.0276,0,0,0,0,0,0.0004,0,0,0,0,0.0014,2,463,438,2
878,Solutionised  + Artificially peak aged,0,0.9235,0.0001,0,0,0,0,0,0,0,0,0.0007,0,0,0.0041,0,0,0,0,0.0702,0,0.0014,0,0,0,2,192.3,180.2,2
879,Solutionised  + Artificially peak aged,0,0.9186,0.0001,0,0,0,0,0,0,0.0041,0,0.0008,0,0,0.0032,0,0,0,0,0.0721,0,0.0011,0,0,0,1.1,205,200.6,2
880,Solutionised  + Artificially peak aged,0,0.9181,0.0001,0,0,0,0,0,0,0.0022,0,0.0008,0,0,0.0036,0,0,0,0,0.0738,0,0.0014,0,0,0,5.1,234.3,221.1,2
881,Solutionised  + Artificially peak aged,0,0.9235,0.0001,0,0,0,0,0,0,0,0,0.0007,0,0,0.0041,0,0,0,0,0.0702,0,0.0014,0,0,0,2.1,176.9,169,2
882,Solutionised  + Artificially peak aged,0,0.9186,0.0001,0,0,0,0,0,0,0.0041,0,0.0008,0,0,0.0032,0,0,0,0,0.0721,0,0.0011,0,0,0,2.5,195.2,193.9,2
883,Solutionised  + Artificially peak aged,0,0.9181,0.0001,0,0,0,0,0,0,0.0022,0,0.0008,0,0,0.0036,0,0,0,0,0.0738,0,0.0014,0,0,0,5.5,220.6,214.8,2
884,Solutionised  + Artificially peak aged,0,0.9226,0.0001,0,0,0,0,0,0,0,0,0.0007,0,0,0.0041,0,0,0,0,0.0711,0,0.0014,0,0,0,1.3,247.9,213.2,2
885,Solutionised  + Artificially peak aged,0,0.9207,0.0001,0,0,0,0,0,0,0.0041,0,0.0008,0,0,0.0032,0,0,0,0,0.07,0,0.0011,0,0,0,1.1,224.2,218.6,2
